Land;Gewässer;Station;Abholdatum / Uhrzeit;Messdatum / Uhrzeit;Durchfluss;Einheit Durchfluss;Pegel;Einheit Pegel;Temperatur;Einheit Temperatur;PH-Wert;Einheit PH-Wert;PH-Gehalt stromaufwärts;Einheit PH-Wert;Kalkgehalt;Einheit Kalkgehalt;Silikatgehalt;Einheit Silikatgehalt
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:20:07;14.08.21 14:18:44;10.4;m³/s;;;;;6.28;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:25:05;14.08.21 14:23:30;46.4;m³/s;196.8;cm;16.9;°C;6.46;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:25:05;14.08.21 14:23:53;38.5;m³/s;;;15.6;°C;6.25;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:25:05;14.08.21 14:09:26;19.0;m³/s;;;;;;;5.04;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:25:05;14.08.21 14:23:45;10.3;m³/s;;;;;6.28;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:30:05;14.08.21 14:28:30;46.8;m³/s;197.7;cm;16.9;°C;6.3;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:30:05;14.08.21 14:28:54;38.5;m³/s;;;15.5;°C;6.25;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:30:05;14.08.21 14:09:26;19.0;m³/s;;;;;;;5.04;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:30:05;14.08.21 14:28:44;10.2;m³/s;;;;;6.28;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:35:06;14.08.21 14:33:30;46.9;m³/s;198.1;cm;17.0;°C;6.33;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:35:06;14.08.21 14:33:53;38.9;m³/s;;;15.5;°C;6.26;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:35:06;14.08.21 14:29:26;19.0;m³/s;;;;;;;5.03;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:35:06;14.08.21 14:33:44;10.3;m³/s;;;;;6.28;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:40:05;14.08.21 14:38:31;46.9;m³/s;198.1;cm;17.0;°C;6.39;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:40:05;14.08.21 14:38:53;38.9;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:40:05;14.08.21 14:29:27;19.0;m³/s;;;;;;;5.03;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:40:05;14.08.21 14:38:46;10.4;m³/s;;;;;6.28;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:45:06;14.08.21 14:43:31;47.1;m³/s;198.5;cm;17.0;°C;6.46;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:45:06;14.08.21 14:43:53;38.9;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:45:06;14.08.21 14:29:27;19.0;m³/s;;;;;;;5.03;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:45:06;14.08.21 14:43:46;10.1;m³/s;;;;;6.28;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:50:08;14.08.21 14:48:30;47.1;m³/s;198.5;cm;17.0;°C;6.3;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:50:08;14.08.21 14:48:53;39.4;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:50:08;14.08.21 14:29:26;19.0;m³/s;;;;;;;5.03;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:50:08;14.08.21 14:48:44;10.7;m³/s;;;;;6.28;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 14:55:06;14.08.21 14:53:31;47.1;m³/s;198.5;cm;17.0;°C;6.34;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 14:55:06;14.08.21 14:53:54;39.4;m³/s;;;15.5;°C;6.26;pH;6.18;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 14:55:06;14.08.21 14:49:28;19.0;m³/s;;;;;;;5.02;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 14:55:06;14.08.21 14:53:45;10.8;m³/s;;;;;6.24;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:00:09;14.08.21 14:58:30;47.1;m³/s;198.5;cm;17.0;°C;6.49;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:00:09;14.08.21 14:58:53;39.4;m³/s;;;15.5;°C;6.25;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:00:09;14.08.21 14:49:27;19.0;m³/s;;;;;;;5.02;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:00:09;14.08.21 14:58:45;10.9;m³/s;;;;;6.24;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:05:07;14.08.21 15:03:31;47.1;m³/s;198.5;cm;17.0;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:05:07;14.08.21 15:03:53;39.4;m³/s;;;15.5;°C;6.26;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:05:07;14.08.21 14:49:28;19.0;m³/s;;;;;;;5.02;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:05:07;14.08.21 15:03:45;10.8;m³/s;;;;;6.24;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:10:05;14.08.21 15:08:30;47.3;m³/s;199.0;cm;17.0;°C;6.49;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:10:05;14.08.21 15:08:53;39.4;m³/s;;;15.5;°C;6.24;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:10:05;14.08.21 14:49:27;19.0;m³/s;;;;;;;5.02;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:10:05;14.08.21 15:08:45;11.2;m³/s;;;;;6.27;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:15:06;14.08.21 15:13:31;47.3;m³/s;199.0;cm;17.0;°C;6.29;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:15:06;14.08.21 15:13:53;39.4;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:15:06;14.08.21 15:09:28;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:15:06;14.08.21 15:13:45;11.0;m³/s;;;;;6.27;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:20:11;14.08.21 15:18:30;47.1;m³/s;198.5;cm;17.0;°C;6.32;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:20:11;14.08.21 15:18:53;39.9;m³/s;;;15.5;°C;6.26;pH;6.18;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:20:11;14.08.21 15:09:27;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:20:11;14.08.21 15:18:44;10.9;m³/s;;;;;6.27;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:25:12;14.08.21 15:23:31;47.3;m³/s;199.0;cm;17.0;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:25:12;14.08.21 15:23:54;39.9;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:25:12;14.08.21 15:09:28;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:25:12;14.08.21 15:23:45;11.0;m³/s;;;;;6.27;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:30:18;14.08.21 15:28:30;47.1;m³/s;198.5;cm;17.0;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:30:18;14.08.21 15:28:53;40.4;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:30:18;14.08.21 15:09:27;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:30:18;14.08.21 15:28:44;11.0;m³/s;;;;;6.26;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:35:06;14.08.21 15:33:32;47.1;m³/s;198.5;cm;17.0;°C;6.41;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:35:06;14.08.21 15:33:53;40.8;m³/s;;;15.5;°C;6.25;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:35:06;14.08.21 15:29:30;19.0;m³/s;;;;;;;5.0;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:35:06;14.08.21 15:33:46;11.1;m³/s;;;;;6.26;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:40:05;14.08.21 15:38:30;47.1;m³/s;198.5;cm;17.0;°C;6.48;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:40:05;14.08.21 15:38:53;40.8;m³/s;;;15.5;°C;6.27;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:40:05;14.08.21 15:29:28;19.0;m³/s;;;;;;;5.0;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:40:05;14.08.21 15:38:46;11.0;m³/s;;;;;6.24;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:45:05;14.08.21 15:43:31;47.1;m³/s;198.5;cm;17.0;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:45:05;14.08.21 15:43:53;40.8;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:45:05;14.08.21 15:29:29;19.0;m³/s;;;;;;;5.0;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:45:05;14.08.21 15:43:45;11.1;m³/s;;;;;6.24;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:50:05;14.08.21 15:48:30;47.5;m³/s;199.4;cm;17.0;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:50:05;14.08.21 15:48:54;40.8;m³/s;;;15.5;°C;6.26;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:50:05;14.08.21 15:29:28;19.0;m³/s;;;;;;;5.0;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:50:05;14.08.21 15:48:45;11.1;m³/s;;;;;6.24;pH;6.08;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 15:55:08;14.08.21 15:53:31;47.6;m³/s;199.8;cm;17.0;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 15:55:08;14.08.21 15:54:23;40.8;m³/s;;;15.5;°C;6.23;pH;6.18;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 15:55:08;14.08.21 15:49:29;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 15:55:08;14.08.21 15:53:45;11.1;m³/s;;;;;6.26;pH;6.09;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:00:12;14.08.21 15:58:31;47.6;m³/s;199.8;cm;17.0;°C;6.39;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:00:12;14.08.21 15:59:23;41.3;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:00:12;14.08.21 15:49:29;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:00:12;14.08.21 15:58:46;11.1;m³/s;;;;;6.26;pH;6.08;pH;20.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:05:08;14.08.21 16:03:32;47.6;m³/s;199.8;cm;17.0;°C;6.45;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:05:08;14.08.21 16:04:23;41.3;m³/s;;;15.5;°C;6.26;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:05:08;14.08.21 15:49:30;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:05:08;14.08.21 16:03:46;11.1;m³/s;;;;;6.26;pH;6.08;pH;20.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:10:07;14.08.21 16:08:30;47.8;m³/s;200.3;cm;17.0;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:10:07;14.08.21 16:09:23;41.3;m³/s;;;15.5;°C;6.24;pH;6.18;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:10:07;14.08.21 15:49:28;19.0;m³/s;;;;;;;5.01;pH;49.9;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:10:07;14.08.21 16:08:44;11.1;m³/s;;;;;6.25;pH;6.08;pH;20.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:15:05;14.08.21 16:14:30;47.8;m³/s;200.3;cm;17.0;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:15:05;14.08.21 16:14:23;41.3;m³/s;;;15.5;°C;6.27;pH;6.2;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:15:05;14.08.21 16:09:32;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:15:05;14.08.21 16:13:45;11.1;m³/s;;;;;6.25;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:20:05;14.08.21 16:19:31;47.8;m³/s;200.3;cm;17.0;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:20:05;14.08.21 16:19:24;41.8;m³/s;;;15.5;°C;6.27;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:20:05;14.08.21 16:09:33;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:20:05;14.08.21 16:18:45;11.0;m³/s;;;;;6.25;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:25:07;14.08.21 16:24:30;48.0;m³/s;200.7;cm;17.0;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:25:07;14.08.21 16:24:23;41.8;m³/s;;;15.5;°C;6.26;pH;6.18;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:25:07;14.08.21 16:09:32;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:25:07;14.08.21 16:23:45;11.2;m³/s;;;;;6.25;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:30:06;14.08.21 16:29:32;48.2;m³/s;201.1;cm;17.0;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:30:06;14.08.21 16:29:23;41.8;m³/s;;;15.5;°C;6.26;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:30:06;14.08.21 16:09:34;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:30:06;14.08.21 16:28:46;11.1;m³/s;;;;;6.24;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:35:06;14.08.21 16:34:31;48.4;m³/s;201.6;cm;17.0;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:35:06;14.08.21 16:34:23;42.2;m³/s;;;15.5;°C;6.27;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:35:06;14.08.21 16:29:39;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:35:06;14.08.21 16:33:45;11.2;m³/s;;;;;6.24;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:40:06;14.08.21 16:39:31;48.5;m³/s;202.0;cm;17.0;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:40:06;14.08.21 16:39:23;42.2;m³/s;;;15.6;°C;6.25;pH;6.17;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:40:06;14.08.21 16:29:39;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:40:06;14.08.21 16:38:44;11.2;m³/s;;;;;6.24;pH;6.07;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:45:06;14.08.21 16:44:30;48.5;m³/s;202.0;cm;17.1;°C;6.47;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:45:06;14.08.21 16:44:23;42.2;m³/s;;;15.5;°C;6.25;pH;6.19;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:45:06;14.08.21 16:29:38;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:45:06;14.08.21 16:43:44;11.2;m³/s;;;;;6.24;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:50:06;14.08.21 16:49:31;48.5;m³/s;202.0;cm;17.1;°C;6.33;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:50:06;14.08.21 16:49:23;42.2;m³/s;;;15.6;°C;6.18;pH;6.17;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:50:06;14.08.21 16:49:40;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:50:06;14.08.21 16:48:44;11.2;m³/s;;;;;6.24;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 16:55:05;14.08.21 16:54:30;48.7;m³/s;202.4;cm;17.1;°C;6.49;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 16:55:05;14.08.21 16:54:23;42.7;m³/s;;;15.6;°C;6.24;pH;6.16;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 16:55:05;14.08.21 16:49:39;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 16:55:05;14.08.21 16:53:45;11.1;m³/s;;;;;6.25;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:00:13;14.08.21 16:59:32;48.5;m³/s;202.0;cm;17.1;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:00:13;14.08.21 16:59:23;42.7;m³/s;;;15.6;°C;6.24;pH;6.17;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:00:13;14.08.21 16:49:41;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:00:13;14.08.21 16:59:45;11.2;m³/s;;;;;6.25;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:05:08;14.08.21 17:04:31;48.5;m³/s;202.0;cm;17.1;°C;6.47;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:05:08;14.08.21 17:04:23;42.7;m³/s;;;15.5;°C;6.25;pH;6.18;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:05:08;14.08.21 16:49:40;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:05:08;14.08.21 17:04:45;11.2;m³/s;;;;;6.25;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:10:06;14.08.21 17:08:30;48.5;m³/s;202.0;cm;17.1;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:10:06;14.08.21 17:08:24;42.7;m³/s;;;15.5;°C;6.24;pH;6.17;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:10:06;14.08.21 16:49:39;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:10:06;14.08.21 17:08:44;11.3;m³/s;;;;;6.26;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:15:06;14.08.21 17:13:31;48.7;m³/s;202.4;cm;17.1;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:15:06;14.08.21 17:13:23;42.7;m³/s;;;15.5;°C;6.23;pH;6.18;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:15:06;14.08.21 17:09:41;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:15:06;14.08.21 17:13:44;11.3;m³/s;;;;;6.26;pH;6.06;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:20:06;14.08.21 17:18:31;49.1;m³/s;203.3;cm;17.1;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:20:06;14.08.21 17:18:23;42.7;m³/s;;;15.5;°C;6.25;pH;6.17;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:20:06;14.08.21 17:09:41;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:20:06;14.08.21 17:18:45;11.3;m³/s;;;;;6.26;pH;6.05;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:25:07;14.08.21 17:23:32;48.9;m³/s;202.8;cm;17.1;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:25:07;14.08.21 17:23:53;42.7;m³/s;;;15.6;°C;6.25;pH;6.17;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:25:07;14.08.21 17:09:42;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:25:07;14.08.21 17:23:45;11.2;m³/s;;;;;6.26;pH;6.05;pH;20.2;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;14.08.2021 17:30:05;14.08.21 17:28:32;48.9;m³/s;202.8;cm;17.1;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;14.08.2021 17:30:05;14.08.21 17:28:53;43.2;m³/s;;;15.5;°C;6.26;pH;6.17;pH;34.9;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;14.08.2021 17:30:05;14.08.21 17:09:42;19.0;m³/s;;;;;;;5.02;pH;50.0;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;14.08.2021 17:30:05;14.08.21 17:28:45;11.3;m³/s;;;;;6.25;pH;6.06;pH;20.2;m³;;
