Land;Gewässer;Station;Abholdatum / Uhrzeit;Messdatum / Uhrzeit;Durchfluss;Einheit Durchfluss;Pegel;Einheit Pegel;Temperatur;Einheit Temperatur;PH-Wert;Einheit PH-Wert;PH-Gehalt stromaufwärts;Einheit PH-Wert;Kalkgehalt;Einheit Kalkgehalt;Silikatgehalt;Einheit Silikatgehalt
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 09:55:08;18.08.21 09:54:13;38.9;m³/s;;;15.9;°C;6.17;pH;6.23;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 09:55:08;18.08.21 09:49:49;27.1;m³/s;;;;;;;5.79;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 09:55:08;18.08.21 09:53:55;6.8;m³/s;;;;;6.16;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:00:10;18.08.21 09:59:04;46.6;m³/s;197.2;cm;16.0;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:00:10;18.08.21 09:59:43;38.5;m³/s;;;15.8;°C;6.2;pH;6.23;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:00:10;18.08.21 09:49:48;27.1;m³/s;;;;;;;5.79;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:00:10;18.08.21 09:58:55;6.8;m³/s;;;;;6.16;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:05:08;18.08.21 10:04:04;46.2;m³/s;196.4;cm;16.0;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:05:08;18.08.21 10:04:43;38.5;m³/s;;;15.8;°C;6.18;pH;6.23;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:05:08;18.08.21 09:49:48;27.1;m³/s;;;;;;;5.79;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:05:08;18.08.21 10:03:53;6.8;m³/s;;;;;6.16;pH;6.13;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:10:08;18.08.21 10:09:03;46.2;m³/s;196.4;cm;16.0;°C;6.45;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:10:08;18.08.21 10:09:43;38.5;m³/s;;;15.9;°C;6.18;pH;6.21;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:10:08;18.08.21 09:49:47;27.1;m³/s;;;;;;;5.79;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:10:08;18.08.21 10:08:54;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:15:05;18.08.21 10:14:05;46.1;m³/s;196.0;cm;16.0;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:15:05;18.08.21 10:14:43;38.5;m³/s;;;15.8;°C;6.18;pH;6.22;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:15:05;18.08.21 10:09:50;27.1;m³/s;;;;;;;5.8;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:15:05;18.08.21 10:13:55;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:20:08;18.08.21 10:19:04;46.2;m³/s;196.4;cm;16.0;°C;6.48;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:20:08;18.08.21 10:19:43;38.5;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:20:08;18.08.21 10:09:49;27.1;m³/s;;;;;;;5.8;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:20:08;18.08.21 10:18:54;6.8;m³/s;;;;;6.18;pH;6.13;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:25:07;18.08.21 10:24:05;45.9;m³/s;195.5;cm;16.0;°C;6.33;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:25:07;18.08.21 10:24:43;38.5;m³/s;;;15.9;°C;6.18;pH;6.22;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:25:07;18.08.21 10:09:50;27.1;m³/s;;;;;;;5.8;pH;48.5;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:25:07;18.08.21 10:23:54;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:30:07;18.08.21 10:29:04;45.7;m³/s;195.1;cm;16.0;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:30:07;18.08.21 10:29:43;38.5;m³/s;;;15.9;°C;6.18;pH;6.24;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:30:07;18.08.21 10:29:50;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:30:07;18.08.21 10:28:54;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:35:08;18.08.21 10:34:04;45.7;m³/s;195.1;cm;16.0;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:35:08;18.08.21 10:34:43;38.5;m³/s;;;15.9;°C;6.16;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:35:08;18.08.21 10:29:50;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:35:08;18.08.21 10:34:53;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:40:06;18.08.21 10:39:04;45.7;m³/s;195.1;cm;16.0;°C;6.28;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:40:06;18.08.21 10:39:43;38.5;m³/s;;;15.9;°C;6.18;pH;6.24;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:40:06;18.08.21 10:29:50;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:40:06;18.08.21 10:39:54;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:45:07;18.08.21 10:44:05;45.9;m³/s;195.5;cm;16.0;°C;6.43;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:45:07;18.08.21 10:44:43;38.5;m³/s;;;15.9;°C;6.16;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:45:07;18.08.21 10:29:51;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:45:07;18.08.21 10:44:54;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:50:07;18.08.21 10:48:05;45.7;m³/s;195.1;cm;16.0;°C;6.44;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:50:07;18.08.21 10:48:43;38.5;m³/s;;;15.9;°C;6.16;pH;6.25;pH;35.0;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:50:07;18.08.21 10:29:51;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:50:07;18.08.21 10:48:55;6.8;m³/s;;;;;6.18;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 10:55:06;18.08.21 10:53:03;45.7;m³/s;195.1;cm;16.0;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 10:55:06;18.08.21 10:53:43;38.5;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 10:55:06;18.08.21 10:49:49;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 10:55:06;18.08.21 10:53:54;6.8;m³/s;;;;;6.19;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:00:13;18.08.21 10:59:10;45.9;m³/s;195.5;cm;16.0;°C;6.34;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:00:13;18.08.21 10:59:43;38.9;m³/s;;;15.9;°C;6.18;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:00:13;18.08.21 10:49:49;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:00:13;18.08.21 10:59:55;6.8;m³/s;;;;;6.19;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:05:06;18.08.21 11:04:04;45.9;m³/s;195.5;cm;16.0;°C;6.34;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:05:06;18.08.21 11:03:43;38.9;m³/s;;;15.9;°C;6.19;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:05:06;18.08.21 10:49:50;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:05:06;18.08.21 11:02:54;6.8;m³/s;;;;;6.19;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:10:06;18.08.21 11:09:05;45.7;m³/s;195.1;cm;16.0;°C;6.24;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:10:06;18.08.21 11:08:43;38.9;m³/s;;;15.9;°C;6.2;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:10:06;18.08.21 10:49:51;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:10:06;18.08.21 11:08:54;6.8;m³/s;;;;;6.2;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:15:04;18.08.21 11:14:04;45.9;m³/s;195.5;cm;16.0;°C;6.32;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:15:04;18.08.21 11:13:43;38.9;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:15:04;18.08.21 11:09:51;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:15:04;18.08.21 11:13:55;6.8;m³/s;;;;;6.2;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:20:05;18.08.21 11:19:05;45.7;m³/s;195.1;cm;16.0;°C;6.24;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:20:05;18.08.21 11:18:43;38.9;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:20:05;18.08.21 11:09:52;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:20:05;18.08.21 11:18:54;6.8;m³/s;;;;;6.2;pH;6.14;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:25:07;18.08.21 11:24:04;45.9;m³/s;195.5;cm;16.0;°C;6.39;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:25:07;18.08.21 11:23:43;39.4;m³/s;;;15.9;°C;6.19;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:25:07;18.08.21 11:09:51;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:25:07;18.08.21 11:23:54;6.8;m³/s;;;;;6.18;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:30:05;18.08.21 11:29:05;45.7;m³/s;195.1;cm;16.0;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:30:05;18.08.21 11:28:43;39.4;m³/s;;;15.9;°C;6.18;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:30:05;18.08.21 11:09:52;27.1;m³/s;;;;;;;5.78;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:30:05;18.08.21 11:28:55;6.8;m³/s;;;;;6.18;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:35:06;18.08.21 11:34:04;45.9;m³/s;195.5;cm;16.0;°C;6.3;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:35:06;18.08.21 11:34:13;39.4;m³/s;;;15.9;°C;6.16;pH;6.21;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:35:06;18.08.21 11:29:51;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:35:06;18.08.21 11:33:54;6.8;m³/s;;;;;6.18;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:40:07;18.08.21 11:39:05;46.1;m³/s;196.0;cm;16.0;°C;6.45;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:40:07;18.08.21 11:39:13;39.4;m³/s;;;15.9;°C;6.22;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:40:07;18.08.21 11:29:52;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:40:07;18.08.21 11:38:55;6.8;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:45:05;18.08.21 11:44:03;45.9;m³/s;195.5;cm;16.0;°C;6.46;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:45:05;18.08.21 11:44:13;39.4;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:45:05;18.08.21 11:29:50;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:45:05;18.08.21 11:43:54;6.8;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:50:05;18.08.21 11:49:05;45.9;m³/s;195.5;cm;16.0;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:50:05;18.08.21 11:49:13;39.4;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:50:05;18.08.21 11:29:52;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:50:05;18.08.21 11:48:54;6.8;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 11:55:06;18.08.21 11:54:04;45.9;m³/s;195.5;cm;16.0;°C;6.25;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 11:55:06;18.08.21 11:54:13;39.4;m³/s;;;15.9;°C;6.17;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 11:55:06;18.08.21 11:49:52;26.7;m³/s;;;;;;;5.79;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 11:55:06;18.08.21 11:53:54;6.8;m³/s;;;;;6.17;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:00:09;18.08.21 11:59:05;45.9;m³/s;195.5;cm;16.0;°C;6.42;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:00:09;18.08.21 11:59:13;39.4;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:00:09;18.08.21 11:49:53;26.7;m³/s;;;;;;;5.79;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:00:09;18.08.21 11:58:54;6.8;m³/s;;;;;6.17;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:05:13;18.08.21 12:04:03;45.7;m³/s;195.1;cm;16.0;°C;6.29;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:05:13;18.08.21 12:04:13;39.4;m³/s;;;15.9;°C;6.2;pH;6.25;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:05:13;18.08.21 11:49:51;26.7;m³/s;;;;;;;5.79;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:05:13;18.08.21 12:03:55;6.8;m³/s;;;;;6.17;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:10:08;18.08.21 12:09:05;45.7;m³/s;195.1;cm;16.0;°C;6.4;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:10:08;18.08.21 12:09:13;39.4;m³/s;;;15.9;°C;6.19;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:10:08;18.08.21 11:49:53;26.7;m³/s;;;;;;;5.79;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:10:08;18.08.21 12:08:54;6.8;m³/s;;;;;6.17;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:15:04;18.08.21 12:14:04;45.7;m³/s;195.1;cm;16.0;°C;6.34;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:15:04;18.08.21 12:14:13;39.4;m³/s;;;15.9;°C;6.19;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:15:04;18.08.21 12:11:28;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:15:04;18.08.21 12:13:54;6.8;m³/s;;;;;6.17;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:20:04;18.08.21 12:19:05;45.5;m³/s;194.7;cm;16.0;°C;6.29;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:20:04;18.08.21 12:19:13;39.4;m³/s;;;15.9;°C;6.2;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:20:04;18.08.21 12:11:29;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:20:04;18.08.21 12:18:54;6.8;m³/s;;;;;6.17;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:25:04;18.08.21 12:24:04;45.7;m³/s;195.1;cm;16.0;°C;6.31;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:25:04;18.08.21 12:24:13;39.4;m³/s;;;15.9;°C;6.2;pH;6.22;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:25:04;18.08.21 12:11:28;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:25:04;18.08.21 12:23:55;6.7;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:30:04;18.08.21 12:29:05;45.7;m³/s;195.1;cm;16.0;°C;6.26;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:30:04;18.08.21 12:29:13;39.9;m³/s;;;15.9;°C;6.19;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:30:04;18.08.21 12:11:29;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:30:04;18.08.21 12:28:55;6.7;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:35:04;18.08.21 12:34:04;45.7;m³/s;195.1;cm;16.0;°C;6.5;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:35:04;18.08.21 12:34:13;39.9;m³/s;;;15.9;°C;6.19;pH;6.24;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:35:04;18.08.21 12:33:22;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:35:04;18.08.21 12:33:54;6.7;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:40:04;18.08.21 12:39:05;45.7;m³/s;195.1;cm;16.0;°C;6.33;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:40:04;18.08.21 12:39:13;39.4;m³/s;;;15.9;°C;6.19;pH;6.22;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:40:04;18.08.21 12:33:23;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:40:04;18.08.21 12:38:55;6.7;m³/s;;;;;6.16;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:45:04;18.08.21 12:44:04;45.7;m³/s;195.1;cm;16.0;°C;6.27;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:45:04;18.08.21 12:44:13;39.9;m³/s;;;15.9;°C;6.21;pH;6.23;pH;35.1;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:45:04;18.08.21 12:33:22;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:45:04;18.08.21 12:43:54;6.7;m³/s;;;;;6.15;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:50:03;18.08.21 12:49:05;45.7;m³/s;195.1;cm;16.0;°C;6.38;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:50:03;18.08.21 12:49:13;39.9;m³/s;;;15.9;°C;6.21;pH;6.23;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:50:03;18.08.21 12:33:23;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:50:03;18.08.21 12:48:54;6.8;m³/s;;;;;6.15;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 12:55:03;18.08.21 12:54:04;45.7;m³/s;195.1;cm;16.0;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 12:55:03;18.08.21 12:54:13;39.9;m³/s;;;15.9;°C;6.2;pH;6.24;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 12:55:03;18.08.21 12:33:22;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 12:55:03;18.08.21 12:53:54;6.7;m³/s;;;;;6.14;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 13:00:03;18.08.21 12:59:05;45.7;m³/s;195.1;cm;16.0;°C;6.36;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 13:00:03;18.08.21 12:59:13;39.9;m³/s;;;15.9;°C;6.23;pH;6.24;pH;35.2;tonn;;
Norway;Mandalselva;Håverstad Kalkdoseringsanlegg;18.08.2021 13:00:03;18.08.21 12:33:23;26.7;m³/s;;;;;;;5.8;pH;48.6;tonn;;
Norway;Mandalselva;Skjerka Kalkdoseringsanlegg;18.08.2021 13:00:03;18.08.21 12:58:54;6.8;m³/s;;;;;6.14;pH;6.15;pH;19.3;m³;;
Norway;Mandalselva;Kjølemo Målepunkt;18.08.2021 13:05:08;18.08.21 13:04:04;45.7;m³/s;195.1;cm;16.0;°C;6.35;pH;;;;;;
Norway;Mandalselva;Bjelland Kalkdoseringsanlegg;18.08.2021 13:05:08;18.08.21 13:04:43;40.4;m³/s;;;15.9;°C;6.22;pH;6.24;pH;35.2;tonn;;
